GeneSymb	GSM275676	GSM275677	GSM275678	GSM275679	GSM275680	GSM275681	GSM275682	GSM275683	GSM275684	GSM275685	GSM275686	GSM402417	GSM402418	GSM402419	GSM402420	GSM402421	GSM402422	GSM468593	GSM468594	GSM468595	GSM468596	GSM468597	GSM468598	GSM468599	GSM468600	GSM468601	GSM468602	GSM490043	GSM490044	GSM490045	GSM649496	GSM649497	GSM649498	GSM1230054_284_4795_04_03_2012.CEL	GSM1230055_284_4796_04_03_2012.CEL	GSM1230056_284_4797_04_03_2012.CEL
ADSS	 6.4260	 6.1642	 6.2223	 6.1186	 6.5912	 6.3239	 6.5772	 6.0385	 5.9422	 6.0573	 5.9459	 6.2887	 6.2166	 6.1703	 6.2080	 6.2379	 6.1295	 5.9158	 6.1029	 6.0770	 6.2774	 6.0666	 6.3486	 6.3706	 6.2448	 6.2692	 6.4120	 6.1220	 6.1015	 6.2881	 6.1155	 6.1747	 6.4491	 6.2164	 6.3015	 5.9937
ADSSL1	 7.3033	 6.9616	 6.9110	 6.8413	 6.2765	 6.4876	 6.2811	 6.4238	 6.6678	 6.3700	 6.6593	 6.5801	 6.9378	 6.7212	 6.5661	 6.6623	 6.5948	 6.5682	 6.6494	 6.4559	 6.5699	 6.6814	 6.7366	 6.8104	 6.7154	 6.7196	 6.8637	 6.7687	 6.7214	 6.8051	 6.4099	 6.7227	 6.6344	 6.9252	 6.7644	 6.6057
ADTRP	 4.5851	 4.8150	 4.5861	 4.9544	 4.5728	 4.7399	 4.5881	 4.5416	 4.4836	 4.6284	 5.0460	 4.7096	 4.5716	 4.8290	 4.4518	 4.6299	 4.9482	 4.7468	 4.4576	 4.8387	 4.8456	 4.5378	 4.9282	 4.7401	 4.4762	 4.5424	 4.7867	 4.8888	 4.7016	 4.5289	 4.8884	 4.4120	 4.7204	 4.5596	 4.7702	 4.7896
AEBP1	 6.5861	 6.6808	 6.9160	 6.4565	 7.0933	 6.9341	 6.8887	 7.1937	 7.5150	 7.2562	 7.1254	 6.5659	 6.9302	 6.7561	 7.0639	 7.2151	 7.0092	 6.7106	 6.8885	 6.9138	 6.6884	 7.0347	 7.2762	 6.8572	 7.1158	 7.0243	 6.7245	 6.8312	 6.7523	 6.6984	 7.1363	 7.1685	 6.9538	 6.7964	 6.6359	 6.8497
AEBP2	 5.9839	 5.7662	 6.0791	 5.8176	 5.9244	 5.8117	 6.1005	 6.1826	 6.2220	 6.1217	 5.9009	 5.7579	 6.1197	 5.8696	 6.2441	 5.9046	 5.9058	 5.8696	 5.7133	 5.5756	 5.9830	 5.9699	 6.2262	 6.0013	 6.1235	 6.0783	 6.1285	 5.7837	 5.9304	 5.9123	 6.1248	 6.0160	 6.0345	 5.7841	 6.0668	 5.7755
AEN	 8.9262	 8.9658	 9.1518	 8.6484	 8.3551	 8.4508	 8.3107	 8.4934	 8.2305	 8.7810	 8.8168	 8.7868	 8.7470	 8.8831	 8.6317	 8.5563	 8.4628	 8.6790	 8.6981	 8.7148	 8.6438	 8.5972	 8.7646	 8.5794	 8.6772	 8.6545	 8.7707	 8.7190	 8.8082	 8.8333	 8.5075	 8.3142	 8.8855	 8.6958	 8.8715	 8.7932
AES	 8.3639	 8.0359	 8.0983	 7.8883	 8.7498	 8.9217	 8.6050	 7.8747	 8.1570	 8.0994	 8.0670	 8.2774	 8.3136	 8.2861	 8.1132	 8.2595	 8.3162	 8.3511	 8.4342	 8.3490	 8.2349	 8.5398	 8.1479	 8.0039	 8.1050	 8.2534	 8.1909	 8.2442	 8.2708	 8.2781	 8.3843	 8.2177	 8.1709	 8.2913	 8.2771	 8.2247
AFAP1	 4.4199	 4.1768	 4.2218	 4.1215	 3.9746	 3.8801	 3.8671	 4.1973	 4.1802	 4.1157	 3.9066	 4.3254	 4.1678	 4.4206	 3.7994	 4.0742	 4.0683	 4.6493	 4.0310	 4.3666	 4.3440	 4.4956	 4.0682	 4.1000	 3.8692	 3.9151	 3.5872	 4.5589	 4.2271	 4.1491	 4.2832	 4.0694	 3.5681	 4.1964	 4.4634	 4.2753
AFAP1-AS1	 5.6217	 5.5983	 5.8981	 5.8476	 5.8304	 5.9976	 5.6620	 5.6203	 5.6723	 5.7285	 5.6580	 5.9315	 5.6328	 5.6589	 5.8249	 5.5825	 5.8047	 5.6539	 5.9660	 5.6597	 5.7976	 5.5907	 5.7712	 5.4246	 5.9922	 5.8231	 5.7129	 5.6165	 5.7203	 5.8774	 5.7885	 5.7031	 5.7295	 5.8393	 5.7564	 5.6185
AFAP1L1	 4.7679	 4.9013	 4.6468	 4.8005	 5.2007	 5.3070	 5.0482	 4.9984	 4.8894	 5.0895	 4.8439	 4.9838	 4.9864	 4.6897	 4.7831	 4.9178	 5.2589	 4.9235	 4.9840	 5.0462	 4.9144	 4.8320	 4.8030	 4.8600	 4.9545	 5.1135	 4.9351	 5.0169	 4.7414	 4.8608	 4.8548	 5.0893	 5.0564	 5.0458	 4.8495	 4.7238
AFAP1L2	 5.4101	 5.9142	 6.1409	 6.6429	 5.7344	 5.6811	 5.8295	 5.6715	 5.5446	 5.6964	 6.1176	 5.3310	 5.0553	 4.9668	 6.5376	 6.3700	 6.0769	 4.1845	 5.1771	 4.6802	 4.6457	 4.8024	 6.7569	 6.9078	 6.4295	 6.7997	 6.8453	 5.2443	 5.2156	 5.2779	 6.1681	 6.0999	 6.3318	 5.5768	 4.9700	 5.1910
AFF1	 6.6737	 6.4718	 6.2921	 6.4554	 6.0570	 6.2258	 6.2066	 6.5718	 6.6199	 6.6408	 6.7125	 6.5883	 6.4574	 6.4692	 6.4742	 6.4332	 6.3164	 6.3363	 6.5119	 6.5556	 6.6041	 6.4368	 6.5870	 6.5261	 6.4233	 6.3508	 6.2326	 6.4091	 6.5768	 6.4773	 6.5391	 6.5576	 6.1789	 6.3633	 6.6465	 6.4534
AFF2	 5.1989	 5.4989	 5.3978	 5.3761	 5.2807	 5.1632	 5.3628	 5.5099	 5.3593	 5.4518	 5.6008	 5.3783	 5.3081	 5.1788	 5.2762	 5.3412	 5.7701	 5.1602	 5.6286	 5.4091	 5.2461	 5.4439	 5.4347	 5.4731	 5.3177	 5.3649	 5.2764	 5.3960	 5.4655	 5.1946	 5.4650	 5.3240	 5.4076	 5.3507	 5.2271	 5.4784
AFF3	 4.9172	 4.8787	 4.8803	 4.9289	 4.8520	 4.9551	 4.7955	 5.6391	 5.7257	 6.1015	 6.0479	 5.6247	 5.4300	 5.5743	 4.9732	 4.8524	 5.0556	 5.2776	 5.6581	 5.3349	 5.3378	 5.3664	 5.0080	 5.2577	 5.0652	 5.2518	 4.9598	 5.2918	 5.2055	 5.3049	 5.2245	 5.3615	 5.1221	 5.3255	 5.2336	 5.2432
AFF4	 6.9160	 6.7946	 6.6853	 6.2255	 5.8978	 5.8943	 5.9084	 5.7579	 5.7446	 5.8930	 5.8598	 6.3806	 6.1010	 6.5665	 6.1153	 6.1058	 5.8398	 5.9429	 6.0091	 5.9616	 6.2470	 6.2118	 6.3519	 6.4105	 6.1724	 6.1640	 6.3772	 6.1911	 6.3321	 6.4872	 5.9982	 5.9488	 6.1515	 6.2504	 6.3548	 6.4053
AFG3L1P	 7.0650	 7.0399	 6.6571	 6.6164	 7.1352	 7.0761	 7.1442	 6.8348	 7.1872	 7.0158	 7.0115	 7.0327	 6.8815	 7.0551	 6.9799	 7.1671	 6.8405	 7.1562	 7.2070	 7.2306	 7.2611	 7.2615	 6.7806	 6.7979	 6.8005	 6.5746	 6.8580	 6.9676	 7.0447	 7.1037	 6.9766	 6.8165	 7.0477	 7.0278	 7.0908	 6.9975
AFG3L2	 9.4242	 9.2309	 9.2001	 8.8011	10.0752	10.0141	10.1786	 9.7460	 9.8704	 9.8448	 9.8770	 9.4823	 9.6211	 9.6445	 9.5694	 9.6534	 9.6447	 9.4653	 9.2842	 9.5009	 9.5144	 9.5254	 9.7323	 9.8045	 9.7945	 9.6462	 9.7578	 9.3851	 9.3776	 9.4109	 9.8398	 9.8999	 9.7021	 9.4362	 9.4021	 9.3353
AFM	 4.5180	 4.2890	 4.1588	 4.2103	 4.6123	 4.9033	 4.6575	 4.4229	 4.2874	 4.4650	 4.4512	 4.3205	 4.3107	 4.4572	 4.5188	 4.4280	 4.5337	 4.6198	 4.3764	 4.4522	 4.4118	 3.9494	 4.2970	 4.5610	 4.6473	 4.8093	 4.1575	 4.5322	 4.2739	 4.2124	 4.4371	 4.5430	 4.5704	 4.4821	 4.1751	 4.3613
AFMID	 6.1417	 6.1883	 6.2257	 6.0813	 6.0001	 6.0193	 5.8910	 6.2557	 6.1345	 5.8349	 6.0536	 6.1357	 6.1454	 5.9706	 6.0758	 5.8638	 6.3264	 6.1203	 6.0286	 6.2025	 6.0164	 6.2709	 6.1827	 5.9250	 6.0555	 5.9805	 6.0804	 6.0439	 6.1233	 6.2148	 5.8849	 6.1735	 6.0774	 6.1867	 6.0396	 6.1557
AFP	 5.3663	 4.9706	 5.2712	 4.8332	 5.2972	 5.5200	 5.4940	 5.4709	 5.3663	 5.3985	 5.5296	 5.1817	 5.2214	 5.1047	 4.8169	 5.8408	 5.6580	 5.5086	 5.2684	 5.5087	 5.1928	 5.5211	 5.1002	 4.9707	 5.5304	 5.4313	 5.0069	 5.2994	 5.1356	 5.3021	 5.4274	 5.3819	 5.2770	 5.1716	 5.3602	 5.2054
AFTPH	 9.5808	 9.4213	 9.2751	 9.2437	 8.8025	 8.7293	 8.7650	 8.9196	 8.9379	 8.7151	 8.5477	 9.1604	 9.2307	 9.1911	 8.8861	 8.8088	 8.7218	 8.7900	 8.3353	 8.5187	 8.7363	 8.7537	 9.5238	 9.4112	 9.4235	 9.2216	 9.2839	 8.9437	 9.0788	 9.0367	 8.9484	 9.1980	 8.7931	 9.0078	 9.0361	 9.0154
AGTR2	 4.4556	 4.2976	 4.5878	 4.3222	 4.3866	 4.4764	 4.3818	 4.3593	 4.2304	 4.2313	 4.4287	 4.2467	 4.3267	 4.3827	 4.5006	 4.3694	 4.5120	 4.2375	 4.8336	 4.5767	 4.3228	 4.6019	 4.3884	 4.1829	 4.5283	 4.2766	 3.9482	 4.6268	 4.3890	 4.2822	 4.2223	 4.2985	 4.5194	 4.2905	 4.5966	 4.4108
AGTRAP	 7.4066	 7.1808	 7.0212	 7.0073	 7.4557	 7.5062	 7.3295	 7.1215	 7.1054	 7.2010	 7.1198	 7.1725	 7.2780	 7.1528	 7.1777	 7.0900	 7.4169	 7.3057	 7.2364	 7.1582	 7.0206	 7.2596	 7.1832	 7.1649	 7.2565	 7.3403	 7.2212	 7.1777	 7.2202	 7.1521	 7.3291	 7.1589	 7.2500	 7.2454	 7.1959	 7.1087
AGXT	 4.9800	 4.8620	 5.0662	 4.9569	 5.1148	 5.2649	 5.1011	 5.2020	 5.2106	 5.0261	 5.1210	 5.1804	 5.1681	 4.9825	 4.8874	 5.0811	 5.1917	 5.0670	 5.1370	 5.0017	 5.3194	 5.2413	 4.7935	 5.1150	 4.8740	 5.3054	 4.9643	 5.1336	 5.0065	 5.1004	 5.3591	 5.0881	 4.8034	 5.0843	 5.1214	 5.0349
AGXT2	 4.5873	 4.7936	 5.5101	 5.1693	 5.1420	 5.5238	 4.9574	 5.1420	 5.1357	 5.3687	 5.3606	 4.9905	 4.7711	 4.9745	 4.9856	 5.3230	 5.7984	 5.4904	 5.2972	 5.0202	 5.2129	 5.2902	 5.2556	 4.9684	 5.0244	 4.8812	 4.9646	 5.0006	 5.2224	 5.0539	 5.1610	 5.3683	 5.0369	 5.3638	 4.9993	 4.9137
AGXT2L1	 3.7555	 3.6564	 3.5241	 3.7294	 3.8332	 3.9999	 3.5944	 3.8033	 3.7033	 3.7219	 4.1469	 3.6802	 3.7468	 3.5924	 3.6082	 3.7716	 4.1672	 3.4744	 3.9790	 3.8758	 3.6574	 4.0752	 3.6261	 3.8164	 3.5293	 4.0978	 3.4793	 4.0802	 3.5829	 3.5235	 3.5207	 3.8490	 4.0100	 3.7974	 3.8489	 3.5404
AGXT2L2	 7.3804	 7.3167	 7.0208	 6.9634	 6.7677	 6.8711	 6.8127	 7.0985	 7.1484	 6.8619	 6.8169	 7.0327	 7.1673	 6.8442	 6.9833	 7.0166	 6.8910	 6.6162	 6.8553	 6.5743	 6.7884	 6.5997	 7.3726	 7.3448	 7.3583	 7.1579	 7.2242	 6.8722	 6.9696	 6.9480	 7.1000	 7.0450	 7.0002	 6.8738	 6.9995	 6.9166
AHCTF1	 7.8717	 7.5885	 7.2668	 6.9838	 7.1262	 6.9838	 7.0999	 6.6174	 6.8235	 7.2030	 7.0600	 7.1648	 6.9196	 7.5983	 7.4042	 7.2717	 6.8075	 7.4852	 7.2716	 7.3708	 7.4758	 7.3892	 7.2555	 6.9333	 6.8586	 6.8020	 7.1017	 7.3031	 7.4642	 7.3292	 6.9802	 7.1516	 6.9378	 7.3751	 7.3274	 7.3939
AHCY	 9.4711	 9.6511	 9.3493	 9.4249	10.8691	10.9475	10.6926	10.5699	10.8280	10.7692	10.7511	10.4513	10.6437	10.4069	 9.8378	10.0259	10.0396	10.0368	10.0746	10.2243	 9.9539	10.1316	10.1870	10.4487	10.3531	10.4576	10.4744	 9.9971	 9.9885	 9.9693	10.4609	10.5837	10.4057	 9.9356	 9.9947	10.0245
AHCYL1	 9.2787	 9.0342	 8.9637	 8.7477	 8.6767	 8.6416	 8.6480	 8.1794	 8.1730	 8.2300	 8.1024	 8.6364	 8.6397	 8.4653	 8.6608	 8.8000	 8.6266	 8.7290	 8.6241	 8.6441	 8.6341	 8.6366	 8.6113	 8.6355	 8.5808	 8.5478	 8.7379	 8.7795	 8.7138	 8.7651	 8.4955	 8.6539	 8.4210	 8.7405	 8.7050	 8.8128
AHCYL2	 7.5451	 7.2980	 7.1402	 7.3242	 7.6187	 7.6166	 7.6467	 6.7790	 6.6766	 6.9735	 6.8225	 7.4808	 7.0843	 7.4035	 7.2312	 7.1487	 6.9696	 6.9088	 7.2068	 7.1090	 6.9828	 7.0547	 7.0099	 7.4024	 7.3827	 7.5261	 7.6136	 7.1534	 7.2418	 7.2393	 7.2849	 7.3613	 7.0374	 7.1326	 7.2650	 7.2368
AHDC1	 5.8536	 6.0408	 5.8917	 5.7747	 6.1233	 6.0073	 5.8573	 5.9606	 5.8911	 6.0263	 6.0274	 5.9561	 5.9846	 5.9238	 5.9119	 5.9347	 5.9798	 5.9551	 6.0813	 5.9651	 6.0268	 5.8459	 6.0110	 6.0090	 5.8423	 5.8725	 5.8758	 5.9448	 5.9096	 5.9704	 6.0235	 5.7599	 6.0827	 5.9697	 5.7947	 6.0605
AHI1	 5.8279	 5.6672	 5.4871	 5.5925	 5.1429	 4.9771	 5.2145	 5.3399	 5.3915	 5.2690	 5.2911	 5.6702	 5.5960	 5.4830	 5.3515	 5.2944	 5.2243	 5.6462	 5.7578	 5.6170	 5.7038	 5.5964	 5.2425	 5.2427	 5.3565	 5.1105	 5.0922	 5.6986	 5.6425	 5.5702	 5.3130	 5.2155	 5.1796	 5.6895	 5.5737	 5.6481
AHNAK	 7.8345	 7.1465	 7.7748	 7.3861	 7.1684	 7.2503	 6.9374	 6.6327	 6.6433	 6.5796	 6.5653	 6.9982	 6.7861	 6.9136	 7.4216	 7.4596	 7.0341	 7.0608	 7.1500	 6.8925	 6.9747	 7.1295	 7.1972	 7.0843	 7.2220	 7.2096	 7.1014	 7.1837	 7.1550	 7.1730	 6.9742	 7.0866	 7.0406	 7.1056	 7.1565	 7.2496
AHNAK2	 5.3787	 5.8491	 5.7344	 5.7468	 5.9859	 5.9219	 6.0639	 6.6119	 6.5471	 6.3201	 6.2289	 5.5955	 5.5558	 5.4132	 6.6836	 6.4271	 6.0895	 5.8643	 5.7356	 5.8912	 5.7759	 5.7092	 6.1304	 6.2327	 5.9900	 6.2654	 6.0132	 5.8296	 5.4973	 5.7355	 6.1713	 6.0733	 6.4577	 6.0189	 5.4574	 5.5862
AHR	 7.6737	 7.5414	 7.7417	 7.9417	 6.1693	 6.2445	 6.4693	 8.7335	 9.3123	 8.6352	 8.0371	 8.1290	 8.0292	 8.4709	 7.2758	 7.4820	 7.2387	 8.3757	 8.0250	 8.4352	 8.3568	 8.4528	 7.0240	 7.3427	 7.1881	 7.2642	 7.2448	 8.0235	 7.9793	 8.2905	 7.3701	 7.7033	 7.2589	 7.9749	 8.1033	 8.2151
AHRR	 7.2102	 6.9253	 7.0071	 7.0946	 5.3460	 5.1646	 5.4363	 5.5753	 5.6624	 5.7479	 5.7385	 6.4789	 6.7927	 6.6859	 5.9312	 5.7447	 5.5093	 6.3325	 6.3973	 6.0980	 5.7736	 6.2362	 6.2797	 6.6202	 6.3545	 5.9227	 5.8899	 6.6271	 6.7145	 6.4164	 5.7605	 5.4920	 6.1321	 6.5004	 6.6560	 6.6017
AHSA1	10.5614	10.4522	10.7168	10.2243	11.5788	11.4562	11.4285	10.6395	10.8082	11.1001	11.1767	10.9722	10.9307	10.9990	10.6540	10.8075	11.0264	10.9701	10.9758	11.0247	10.8794	11.0267	10.8082	10.8570	10.7833	10.8851	10.7726	10.8013	10.7585	10.8736	11.0727	10.9628	10.9209	10.8376	10.8782	10.7175
AHSA2	 7.1732	 7.0016	 6.8930	 6.7086	 5.5896	 5.3076	 5.6505	 6.7971	 6.9216	 6.4022	 6.4222	 6.6917	 6.6652	 6.1549	 6.7310	 6.7396	 5.9488	 6.5596	 6.4121	 6.5992	 6.6568	 6.3728	 6.5306	 6.5661	 6.3573	 6.3522	 6.4788	 6.3933	 6.8259	 6.7530	 6.4120	 6.3134	 6.2336	 6.5192	 6.7254	 6.7276
AHSG	 5.4685	 5.4581	 5.4244	 5.6164	 5.5083	 5.5538	 5.4249	 5.8177	 5.6760	 5.5059	 5.7817	 5.6020	 5.5621	 5.4642	 5.4854	 5.5360	 5.6911	 5.3785	 5.7161	 5.4126	 5.5622	 5.5734	 5.5353	 5.3009	 5.5676	 5.7729	 5.7486	 5.5411	 5.5217	 5.4969	 5.4792	 5.5833	 5.7187	 5.6322	 5.2892	 5.6382
AHSP	 6.0703	 5.9382	 6.4805	 6.2216	 6.0735	 6.0985	 6.2502	 6.3282	 6.4802	 6.2336	 6.1747	 6.2827	 6.3319	 5.9992	 6.0815	 6.3096	 6.3020	 5.8530	 6.5169	 6.5278	 5.9887	 6.5881	 6.1736	 6.1883	 6.2252	 5.9366	 6.1799	 6.3046	 6.4895	 5.9056	 6.1152	 6.2159	 6.2760	 6.2893	 6.2990	 6.1114
AICDA	 4.1460	 3.9938	 3.9488	 4.1545	 4.1668	 4.1031	 4.0823	 4.0131	 3.7984	 3.8586	 3.9240	 3.9949	 4.0736	 3.9715	 3.9931	 3.9007	 4.1313	 3.9941	 3.9907	 4.0311	 4.0463	 3.5035	 3.9819	 4.1618	 3.9994	 4.4110	 3.9887	 3.9048	 4.1832	 3.8743	 3.5452	 4.1748	 4.3829	 4.0340	 3.9957	 3.9325
AIDA	 9.0151	 8.9657	 9.1312	 8.9770	 9.2212	 9.0863	 9.3131	 8.7611	 9.0053	 8.9205	 8.5988	 8.6752	 8.6662	 8.8540	 9.2046	 9.2652	 9.2732	 9.1375	 8.8676	 8.9208	 9.1105	 9.1223	 8.9593	 9.0309	 8.9949	 8.6924	 9.0611	 8.9185	 9.0047	 8.9374	 8.9965	 9.1381	 8.9430	 8.9344	 8.9431	 8.9832
AIF1	 6.2504	 6.3525	 6.2145	 6.3333	 6.3997	 6.3743	 6.0555	 6.0843	 6.0047	 5.9778	 6.2049	 6.1354	 6.1543	 6.0348	 6.3386	 6.2127	 6.3517	 6.1392	 6.2894	 6.1539	 6.1921	 6.1991	 6.2014	 6.2245	 6.2805	 6.3305	 6.0353	 6.1770	 6.2919	 6.1433	 6.2783	 6.1565	 6.1804	 6.2113	 6.1771	 6.2238
AIF1L	 7.7395	 7.7628	 7.7821	 7.5467	 8.7138	 8.7703	 8.5699	 8.8244	 8.9807	 8.9941	 8.8558	 8.6689	 8.8196	 8.4281	 8.1930	 8.1228	 8.2056	 8.7374	 8.7839	 8.8345	 8.7348	 8.7564	 8.1031	 8.1555	 7.9267	 7.9680	 8.0630	 8.3895	 8.3796	 8.3795	 8.4249	 8.4712	 8.3932	 8.4149	 8.3883	 8.3455
AIFM1	 8.9931	 9.0185	 9.0147	 9.0124	10.1659	10.0780	 9.9395	 9.5594	 9.7215	 9.7430	 9.6797	 9.6761	 9.8759	 9.7294	 9.2926	 9.2023	 9.3455	 9.7401	 9.4578	 9.6693	 9.6747	 9.5712	 9.4747	 9.3816	 9.5049	 9.3269	 9.4017	 9.5210	 9.3594	 9.4780	 9.7013	 9.4855	 9.5766	 9.4292	 9.5159	 9.4132
AIFM2	 7.6044	 7.4331	 7.4960	 7.2194	 7.4323	 7.6329	 7.3929	 7.4535	 7.5468	 7.8284	 7.7649	 7.8320	 7.7759	 7.9385	 7.1908	 7.0104	 7.3887	 7.4465	 7.3144	 7.4191	 7.3200	 7.2543	 7.7498	 7.5783	 7.7560	 7.7051	 7.6836	 7.4879	 7.4498	 7.5757	 7.6312	 7.5744	 7.4173	 7.5275	 7.4978	 7.4881
AIFM3	 6.3068	 6.1627	 5.9765	 5.8540	 6.5771	 6.3857	 6.3210	 6.6914	 6.8009	 6.2584	 6.2061	 6.2842	 6.1334	 6.2009	 6.3248	 6.4825	 6.3895	 6.4779	 6.2369	 6.4159	 6.4425	 6.2892	 6.1686	 6.5435	 5.9315	 6.1192	 6.4002	 6.1881	 6.1868	 6.3203	 6.2752	 6.2873	 6.5576	 6.2060	 6.3007	 6.1885
AIG1	 6.5731	 5.9297	 5.8644	 5.7837	 6.3276	 6.3350	 6.3533	 6.8381	 6.9789	 6.5840	 6.4552	 6.3902	 6.2747	 6.3211	 6.1669	 6.5231	 6.2486	 6.0831	 6.2469	 6.0432	 6.2490	 6.1118	 6.5546	 6.5954	 6.1797	 6.6719	 6.4719	 6.0268	 6.2882	 6.1526	 6.5339	 6.3757	 6.5473	 6.0334	 6.2881	 6.1462
AIM1	 8.7000	 8.3165	 8.4615	 8.3359	 8.6803	 8.5721	 8.7618	 8.7679	 8.8947	 8.2685	 7.9191	 8.2501	 8.5314	 8.4087	 8.5237	 8.7525	 8.2874	 8.1614	 7.8827	 7.8700	 7.9890	 8.0813	 8.9277	 8.9846	 8.9522	 8.9362	 8.8045	 8.2598	 8.1586	 8.3287	 8.6711	 8.7056	 8.6300	 8.2510	 8.2354	 8.2607
AIM1L	 6.5312	 6.5044	 6.5077	 6.4663	 6.4591	 6.5366	 6.3556	 6.4384	 6.5061	 6.3830	 6.2887	 6.3251	 6.4729	 6.4865	 6.4351	 6.5096	 6.4404	 6.3816	 6.2394	 6.2942	 6.4570	 6.3416	 6.4360	 6.4468	 6.5994	 6.9114	 6.3418	 6.4437	 6.3544	 6.4539	 6.6425	 6.4451	 6.3301	 6.5193	 6.4486	 6.2841
AIM2	 4.9096	 4.9542	 4.6614	 5.7825	 4.9524	 5.1037	 5.0523	 4.9882	 4.8002	 4.6552	 5.0214	 5.0747	 4.7833	 4.9349	 5.1025	 4.8831	 5.1666	 5.1471	 4.8527	 5.1094	 4.9381	 4.8150	 4.9071	 5.0661	 5.0002	 5.3632	 4.7096	 4.7551	 4.8493	 5.3864	 4.9854	 5.2059	 4.7631	 4.9386	 5.0148	 5.0374
AIMP1	 8.8174	 8.7809	 8.8324	 8.6231	 8.2133	 7.8871	 8.1155	 8.2554	 8.4075	 8.4568	 8.2963	 8.6315	 8.5333	 8.8086	 8.4028	 8.2656	 8.1897	 8.6858	 8.2601	 8.5879	 8.6740	 8.4500	 8.5105	 8.5946	 8.1651	 8.1575	 8.6337	 8.6437	 8.6327	 8.6448	 8.1778	 8.5186	 8.2139	 8.6783	 8.6178	 8.6252
AIMP2	 9.2016	 9.0582	 8.9362	 8.7930	10.1654	10.2419	10.2922	 9.1227	 9.1236	 9.4259	 9.3884	 9.3923	 9.5323	 9.5220	 9.2464	 9.2657	 9.5228	 9.5192	 9.6506	 9.4702	 9.4402	 9.6471	 9.3303	 9.2229	 9.2821	 9.3887	 9.1844	 9.3417	 9.2695	 9.4296	 9.5402	 9.3783	 9.5221	 9.3148	 9.4153	 9.3105
AIP	 9.4816	 9.2118	 9.4234	 9.2331	 8.9777	 8.9993	 8.7816	 8.6379	 8.8824	 8.7024	 8.5799	 9.1017	 9.0806	 9.1320	 8.9135	 8.7733	 9.0474	 8.9059	 8.7653	 8.8770	 8.7468	 8.8482	 9.2238	 9.1357	 9.1328	 9.2290	 9.2163	 9.1129	 8.9863	 9.1027	 9.0537	 8.9113	 8.8817	 9.1187	 9.1098	 8.9733
AIPL1	 5.4251	 5.5937	 5.1429	 5.6913	 5.6517	 5.5200	 5.4719	 5.9631	 5.7624	 5.7825	 5.8619	 5.5289	 5.8173	 5.7489	 5.4001	 5.5667	 5.6820	 5.4874	 5.8077	 5.8864	 5.7185	 5.6303	 5.3901	 5.7627	 5.5151	 5.5633	 5.4784	 5.4990	 5.7015	 5.6691	 5.6582	 5.4931	 5.7231	 5.6351	 5.5523	 5.6822
AIRE	 6.6923	 6.2168	 6.5172	 6.3464	 6.5282	 6.4301	 6.3331	 6.3680	 6.3304	 6.1035	 6.3411	 6.1637	 6.2491	 6.4440	 6.4016	 6.3991	 6.6164	 6.2966	 6.1809	 6.5773	 6.4209	 6.2905	 6.2565	 6.4531	 6.5022	 6.4745	 6.3374	 6.7061	 6.1451	 6.2477	 6.3028	 6.6174	 6.2548	 6.4563	 6.2471	 6.3955
AJAP1	 4.9762	 4.5512	 4.7044	 4.7962	 4.8411	 4.8158	 4.8584	 4.7277	 4.6941	 4.8171	 4.9268	 4.7235	 4.6733	 4.6325	 4.9081	 4.7117	 5.0282	 4.7338	 4.8962	 4.7034	 4.6602	 4.7673	 4.9516	 4.8608	 4.9313	 4.7120	 4.5787	 4.8385	 4.8091	 4.5569	 4.7959	 4.8517	 4.8250	 4.8884	 4.8230	 4.4931
AJUBA	 7.3793	 7.5134	 7.3379	 7.2945	 7.4432	 7.3921	 7.4261	 6.9339	 7.1118	 6.9809	 6.8387	 7.0956	 6.9210	 7.2092	 7.4137	 7.4208	 7.2622	 6.9930	 6.8523	 7.0425	 6.9788	 7.1191	 7.2460	 7.4618	 7.5767	 7.4890	 7.4452	 7.0698	 7.0732	 7.2911	 7.0047	 7.5622	 7.3215	 7.1585	 7.2237	 7.0519
AKT2	 6.9555	 6.7814	 6.6761	 6.4427	 6.9753	 6.9919	 6.3868	 6.4058	 6.4484	 6.4842	 6.6505	 6.8527	 6.6950	 6.7527	 6.6219	 6.6088	 6.5372	 6.7134	 6.8193	 6.7938	 6.8310	 6.8624	 6.5825	 6.4152	 6.5176	 6.6798	 6.5654	 6.9117	 6.7813	 6.6010	 6.5370	 6.5944	 6.6428	 6.8418	 6.7367	 6.7155
AKT3	 4.5457	 4.7515	 4.7965	 4.7704	 4.6955	 4.6591	 4.6850	 4.6598	 4.5756	 4.6284	 4.7209	 4.5801	 4.4845	 4.4544	 4.9338	 4.7353	 4.8548	 4.7071	 4.6988	 4.7593	 4.6762	 4.5573	 4.7065	 4.6374	 4.7982	 4.6411	 4.5564	 4.6812	 4.6270	 4.6372	 4.7162	 4.7186	 4.6627	 4.6030	 4.7310	 4.6115
AKTIP	 9.1687	 8.7956	 8.8400	 8.5365	 9.0313	 8.9604	 9.0034	 9.3281	 9.4813	 9.3076	 8.9012	 8.9262	 8.7293	 9.0555	 9.2001	 9.0708	 9.0075	 8.9277	 8.7999	 8.9025	 8.8408	 8.9617	 9.1395	 9.1442	 9.1866	 8.9566	 9.1228	 8.8167	 8.8400	 8.9644	 8.9576	 9.3892	 9.0214	 8.8303	 8.9163	 8.8745
